doi,issued,fname1,lname1,orcid1,affiliation1,org1,city1,region1,country1,fname2,lname2,orcid2,affiliation2,org2,city2,region2,country2,unique_place_id,lat2,lng2
10.1097/lvt.0000000000000721,2025-09-10,JAYKUMAR MAHENDRAKUMAR,PATEL,0009-0003-3131-589X,,Mount Allison University,Sackville,New Brunswick,CA,Weihao,Li,,"Department of Radiology, University Medical Center Groningen, University of Groningen, Groningen, The Netherlands",,,,,  ,,
10.1097/lvt.0000000000000721,2025-09-10,JAYKUMAR MAHENDRAKUMAR,PATEL,0009-0003-3131-589X,,Mount Allison University,Sackville,New Brunswick,CA,Guillermo,Cervio,,"Division of Liver Transplant, J. P. Garrahan Hospital, Buenos Aires, Argentina",,,,,  ,,
10.1097/lvt.0000000000000721,2025-09-10,JAYKUMAR MAHENDRAKUMAR,PATEL,0009-0003-3131-589X,,Mount Allison University,Sackville,New Brunswick,CA,Julia,Minetto,,"Division of Liver Transplant, J. P. Garrahan Hospital, Buenos Aires, Argentina",,,,,  ,,
10.1097/lvt.0000000000000721,2025-09-10,JAYKUMAR MAHENDRAKUMAR,PATEL,0009-0003-3131-589X,,Mount Allison University,Sackville,New Brunswick,CA,Sergio,Sierre,,"Division of Interventional Radiology, J. P. Garrahan Hospital, Buenos Aires, Argentina",,,,,  ,,
10.1097/lvt.0000000000000721,2025-09-10,JAYKUMAR MAHENDRAKUMAR,PATEL,0009-0003-3131-589X,,Mount Allison University,Sackville,New Brunswick,CA,Piotr,Kaliciński,,"Department of Pediatric Surgery and Organ Transplantation, The Children’s Memorial Health Institute, Warsaw, Poland",,,,,  ,,
10.1097/lvt.0000000000000721,2025-09-10,JAYKUMAR MAHENDRAKUMAR,PATEL,0009-0003-3131-589X,,Mount Allison University,Sackville,New Brunswick,CA,Malgorzata,Markiewicz-Kijewska,,"Department of Pediatric Surgery and Organ Transplantation, The Children’s Memorial Health Institute, Warsaw, Poland",,,,,  ,,
10.1097/lvt.0000000000000721,2025-09-10,JAYKUMAR MAHENDRAKUMAR,PATEL,0009-0003-3131-589X,,Mount Allison University,Sackville,New Brunswick,CA,Adam,Kolesnik,,"Cardiovascular Interventions Laboratory, The Children’s Memorial Health Institute, Warsaw, Poland",,,,,  ,,
10.1097/lvt.0000000000000721,2025-09-10,JAYKUMAR MAHENDRAKUMAR,PATEL,0009-0003-3131-589X,,Mount Allison University,Sackville,New Brunswick,CA,Stéphanie,Franchi-Abella,,"Department of Pediatric Radiology, Paris-Saclay University, AP-HP, Hôpital Bicêtre, National Reference Centre for rare pediatric liver diseases and Filfoie, Hôpital Bicêtre, BIOMAPS UMR 9011, Le Kremlin-Bicêtre, France",,,,,  ,,
10.1097/lvt.0000000000000721,2025-09-10,JAYKUMAR MAHENDRAKUMAR,PATEL,0009-0003-3131-589X,,Mount Allison University,Sackville,New Brunswick,CA,Emmanuel,Gonzales,,"Pediatric Hepatology and Pediatric Liver Transplantation Unit, Paris-Saclay University, AP-HP, Hôpital Bicêtre, National Reference Centre for rare pediatric liver diseases and Filfoie, Le Kremlin-Bicêtre, France",,,,,  ,,
10.1097/lvt.0000000000000721,2025-09-10,JAYKUMAR MAHENDRAKUMAR,PATEL,0009-0003-3131-589X,,Mount Allison University,Sackville,New Brunswick,CA,Florent,Guérin,,"Pediatric Surgery and Pediatric Liver Transplantation Unit, Paris-Saclay University, AP-HP, Hôpital Bicêtre, National Reference Centre for rare pediatric liver diseases and Filfoie, Le Kremlin-Bicêtre, France",,,,,  ,,
10.1097/lvt.0000000000000721,2025-09-10,JAYKUMAR MAHENDRAKUMAR,PATEL,0009-0003-3131-589X,,Mount Allison University,Sackville,New Brunswick,CA,Jai V.,Patel,,"Department of Radiology, Leeds Teaching Hospitals NHS Trust, Leeds, United Kingdom",,,,,  ,,
10.1097/lvt.0000000000000721,2025-09-10,JAYKUMAR MAHENDRAKUMAR,PATEL,0009-0003-3131-589X,,Mount Allison University,Sackville,New Brunswick,CA,Marumbo,Mtegha,,"Department of Pediatrics, Leeds Teaching Hospitals NHS Trust, Leeds, United Kingdom",,,,,  ,,
10.1097/lvt.0000000000000721,2025-09-10,JAYKUMAR MAHENDRAKUMAR,PATEL,0009-0003-3131-589X,,Mount Allison University,Sackville,New Brunswick,CA,Raj,Prasad,,"Department of Surgery and Transplantation, Leeds Teaching Hospitals NHS Trust, Leeds, United Kingdom",,,,,  ,,
10.1097/lvt.0000000000000721,2025-09-10,JAYKUMAR MAHENDRAKUMAR,PATEL,0009-0003-3131-589X,,Mount Allison University,Sackville,New Brunswick,CA,Rudi A.,Dierckx,,"Department of Nuclear Medicine and Molecular Imaging, University Medical Center Groningen, University of Groningen, Groningen, The Netherlands",,,,,  ,,
10.1097/lvt.0000000000000721,2025-09-10,JAYKUMAR MAHENDRAKUMAR,PATEL,0009-0003-3131-589X,,Mount Allison University,Sackville,New Brunswick,CA,Ruben H.,de Kleine,,"Division of Hepatobiliary Surgery & Liver Transplantation, Department of Surgery, University of Groningen, University Medical Center Groningen, Groningen, The Netherlands",,,,,  ,,
10.1097/lvt.0000000000000721,2025-09-10,JAYKUMAR MAHENDRAKUMAR,PATEL,0009-0003-3131-589X,,Mount Allison University,Sackville,New Brunswick,CA,Mureo,Kasahara,,"Organ Transplantation Centre, National Centre for Child Health and Development, Tokyo, Japan",,,,,  ,,
10.1097/lvt.0000000000000721,2025-09-10,JAYKUMAR MAHENDRAKUMAR,PATEL,0009-0003-3131-589X,,Mount Allison University,Sackville,New Brunswick,CA,Seisuke,Sakamoto,,"Organ Transplantation Centre, National Centre for Child Health and Development, Tokyo, Japan",,,,,  ,,
10.1097/lvt.0000000000000721,2025-09-10,JAYKUMAR MAHENDRAKUMAR,PATEL,0009-0003-3131-589X,,Mount Allison University,Sackville,New Brunswick,CA,Hajime,Uchida,,"Organ Transplantation Centre, National Centre for Child Health and Development, Tokyo, Japan",,,,,  ,,
10.1097/lvt.0000000000000721,2025-09-10,JAYKUMAR MAHENDRAKUMAR,PATEL,0009-0003-3131-589X,,Mount Allison University,Sackville,New Brunswick,CA,Martín,de Santibañes,,"HPB and Liver transplant unit, Hospital Italiano de Buenos Aires, Buenos Aires, Argentina",,,,,  ,,
10.1097/lvt.0000000000000721,2025-09-10,JAYKUMAR MAHENDRAKUMAR,PATEL,0009-0003-3131-589X,,Mount Allison University,Sackville,New Brunswick,CA,Victoria,Ardiles,,"HPB and Liver transplant unit, Hospital Italiano de Buenos Aires, Buenos Aires, Argentina",,,,,  ,,
10.1097/lvt.0000000000000721,2025-09-10,JAYKUMAR MAHENDRAKUMAR,PATEL,0009-0003-3131-589X,,Mount Allison University,Sackville,New Brunswick,CA,Jimmy Walker,Uño,,"HPB and Liver transplant unit, Hospital Italiano de Buenos Aires, Buenos Aires, Argentina",,,,,  ,,
10.1097/lvt.0000000000000721,2025-09-10,JAYKUMAR MAHENDRAKUMAR,PATEL,0009-0003-3131-589X,,Mount Allison University,Sackville,New Brunswick,CA,Paolo,Marra,,"Department of Radiology, ASST Papa Giovanni XXIII Hospital, University of Milano-Bicocca, Bergamo, Italy",,,,,  ,,
10.1097/lvt.0000000000000721,2025-09-10,JAYKUMAR MAHENDRAKUMAR,PATEL,0009-0003-3131-589X,,Mount Allison University,Sackville,New Brunswick,CA,Lorenzo,D’Antiga,,,,,,,  ,,
10.1097/lvt.0000000000000721,2025-09-10,JAYKUMAR MAHENDRAKUMAR,PATEL,0009-0003-3131-589X,,Mount Allison University,Sackville,New Brunswick,CA,Domenico,Pinelli,,"Department of Organ Failure and Transplantation, ASST Papa Giovanni XXIII Hospital, Bergamo, Italy",,,,,  ,,
10.1097/lvt.0000000000000721,2025-09-10,JAYKUMAR MAHENDRAKUMAR,PATEL,0009-0003-3131-589X,,Mount Allison University,Sackville,New Brunswick,CA,Catalina,Jaramillo,,"Division of Pediatric Gastroenterology, Hepatology and Nutrition, Department of Pediatrics, University of Utah School of Medicine, Salt Lake City, UT, USA",,,,,  ,,
10.1097/lvt.0000000000000721,2025-09-10,JAYKUMAR MAHENDRAKUMAR,PATEL,0009-0003-3131-589X,,Mount Allison University,Sackville,New Brunswick,CA,Leandra,Bitterfeld,,"Primary Children’s Hospital, Salt Lake City, UT, USA",,,,,  ,,
10.1097/lvt.0000000000000721,2025-09-10,JAYKUMAR MAHENDRAKUMAR,PATEL,0009-0003-3131-589X,,Mount Allison University,Sackville,New Brunswick,CA,Arielle,Melen,,"University of Utah School of Medicine, Salt Lake City, UT, USA",,,,,  ,,
10.1097/lvt.0000000000000721,2025-09-10,JAYKUMAR MAHENDRAKUMAR,PATEL,0009-0003-3131-589X,,Mount Allison University,Sackville,New Brunswick,CA,Barbara E.,Wildhaber,,"Swiss Pediatric Centre, Division of Child and Adolescent Surgery, Geneva University Hospitals, University of Geneva, Geneva, Switzerland",,,,,  ,,
10.1097/lvt.0000000000000721,2025-09-10,JAYKUMAR MAHENDRAKUMAR,PATEL,0009-0003-3131-589X,,Mount Allison University,Sackville,New Brunswick,CA,Marisa,Beretta,,"Wits Donald Gordon Medical Centre, School of Clinical Medicine, Faculty of Health Sciences, University of the Witwatersrand, Johannesburg, South Africa",,,,,  ,,
10.1097/lvt.0000000000000721,2025-09-10,JAYKUMAR MAHENDRAKUMAR,PATEL,0009-0003-3131-589X,,Mount Allison University,Sackville,New Brunswick,CA,Denise,Aldrian,,"Department of Paediatrics I, Medical University of Innsbruck, Innsbruck, Austria",,,,,  ,,
10.1097/lvt.0000000000000721,2025-09-10,JAYKUMAR MAHENDRAKUMAR,PATEL,0009-0003-3131-589X,,Mount Allison University,Sackville,New Brunswick,CA,Valeria,Berchtold,,"Department of Visceral, Transplant and Thoracic Surgery, Medical University of Innsbruck, Innsbruck, Austria",,,,,  ,,
10.1097/lvt.0000000000000721,2025-09-10,JAYKUMAR MAHENDRAKUMAR,PATEL,0009-0003-3131-589X,,Mount Allison University,Sackville,New Brunswick,CA,Georg F.,Vogel,,,,,,,  ,,
10.1097/lvt.0000000000000721,2025-09-10,JAYKUMAR MAHENDRAKUMAR,PATEL,0009-0003-3131-589X,,Mount Allison University,Sackville,New Brunswick,CA,Winita,Hardikar,,"Department of Gastroenterology, Royal Children’s Hospital, Melbourne, Victoria, Australia",,,,,  ,,
10.1097/lvt.0000000000000721,2025-09-10,JAYKUMAR MAHENDRAKUMAR,PATEL,0009-0003-3131-589X,,Mount Allison University,Sackville,New Brunswick,CA,Helen,Evans,,"Department of Pediatric Gastroenterology, Starship Child Health, Auckland, New Zealand",,,,,  ,,
10.1097/lvt.0000000000000721,2025-09-10,JAYKUMAR MAHENDRAKUMAR,PATEL,0009-0003-3131-589X,,Mount Allison University,Sackville,New Brunswick,CA,David,Duncan,,"Department of Pediatric Radiology, Starship Children’s Hospital, Auckland, New Zealand",,,,,  ,,
10.1097/lvt.0000000000000721,2025-09-10,JAYKUMAR MAHENDRAKUMAR,PATEL,0009-0003-3131-589X,,Mount Allison University,Sackville,New Brunswick,CA,John,McCall,,"Liver Transplant Unit, Starship Children’s Hospital, Auckland, New Zealand",,,,,  ,,
10.1097/lvt.0000000000000721,2025-09-10,JAYKUMAR MAHENDRAKUMAR,PATEL,0009-0003-3131-589X,,Mount Allison University,Sackville,New Brunswick,CA,Amit A.,Shah,,"Division of Gastroenterology, Hepatology and Nutrition, Department of Pediatrics, Children’s Hospital of Philadelphia, Philadelphia, PA, USA",,,,,  ,,
10.1097/lvt.0000000000000721,2025-09-10,JAYKUMAR MAHENDRAKUMAR,PATEL,0009-0003-3131-589X,,Mount Allison University,Sackville,New Brunswick,CA,Phoebe M.,Wood,,"Department of Radiology, Children’s Hospital of Philadelphia, Philadelphia, PA, USA",,,,,  ,,
10.1097/lvt.0000000000000721,2025-09-10,JAYKUMAR MAHENDRAKUMAR,PATEL,0009-0003-3131-589X,,Mount Allison University,Sackville,New Brunswick,CA,Michael R.,Acord,,"Department of Radiology, Children’s Hospital of Philadelphia, Philadelphia, PA, USA",,,,,  ,,
10.1097/lvt.0000000000000721,2025-09-10,JAYKUMAR MAHENDRAKUMAR,PATEL,0009-0003-3131-589X,,Mount Allison University,Sackville,New Brunswick,CA,Jesús,Quintero,,"Department of Pediatric Hepatology and Liver transplant, Vall d’Hebron Hospital (HVH), Barcelona, Spain",,,,,  ,,
10.1097/lvt.0000000000000721,2025-09-10,JAYKUMAR MAHENDRAKUMAR,PATEL,0009-0003-3131-589X,,Mount Allison University,Sackville,New Brunswick,CA,Maria,Mercadal-Hally,,"Department of Pediatric Hepatology and Liver transplant, Vall d’Hebron Hospital (HVH), Barcelona, Spain",,,,,  ,,
10.1097/lvt.0000000000000721,2025-09-10,JAYKUMAR MAHENDRAKUMAR,PATEL,0009-0003-3131-589X,,Mount Allison University,Sackville,New Brunswick,CA,Mauricio,Larrarte-King,,"Department of Pediatric Hepatology and Liver transplant, Vall d’Hebron Hospital (HVH), Barcelona, Spain",,,,,  ,,
10.1097/lvt.0000000000000721,2025-09-10,JAYKUMAR MAHENDRAKUMAR,PATEL,0009-0003-3131-589X,,Mount Allison University,Sackville,New Brunswick,CA,Vidyadhar,Mali,,"Department of Pediatric Surgery, National University Hospital, Singapore City, Singapore",,,,,  ,,
10.1097/lvt.0000000000000721,2025-09-10,JAYKUMAR MAHENDRAKUMAR,PATEL,0009-0003-3131-589X,,Mount Allison University,Sackville,New Brunswick,CA,Marion M.,Aw,,"Department of Pediatrics, National University Hospital, Singapore City, Singapore",,,,,  ,,
10.1097/lvt.0000000000000721,2025-09-10,JAYKUMAR MAHENDRAKUMAR,PATEL,0009-0003-3131-589X,,Mount Allison University,Sackville,New Brunswick,CA,Steffen,Hartleif,,"Pediatric Gastroenterology and Hepatology, University Children’s Hospital, University of Tübingen, Tübingen, Germany",,,,,  ,,
10.1097/lvt.0000000000000721,2025-09-10,JAYKUMAR MAHENDRAKUMAR,PATEL,0009-0003-3131-589X,,Mount Allison University,Sackville,New Brunswick,CA,Ekkehard,Sturm,,"Pediatric Gastroenterology and Hepatology, University Children’s Hospital, University of Tübingen, Tübingen, Germany",,,,,  ,,
10.1097/lvt.0000000000000721,2025-09-10,JAYKUMAR MAHENDRAKUMAR,PATEL,0009-0003-3131-589X,,Mount Allison University,Sackville,New Brunswick,CA,Thomas,Casswall,,"Department Clinical Interventions and Technology CLINTEC, Division for Pediatrics, Karolinska Institute, Stockholm, Sweden",,,,,  ,,
10.1097/lvt.0000000000000721,2025-09-10,JAYKUMAR MAHENDRAKUMAR,PATEL,0009-0003-3131-589X,,Mount Allison University,Sackville,New Brunswick,CA,Greg,Nowak,,"Department Clinical Interventions and Technology CLINTEC, Division for Transplantation Surgery, Karolinska Institute, Stockholm, Sweden",,,,,  ,,
10.1097/lvt.0000000000000721,2025-09-10,JAYKUMAR MAHENDRAKUMAR,PATEL,0009-0003-3131-589X,,Mount Allison University,Sackville,New Brunswick,CA,Martin,Delle,,"Department Clinical Science, Intervention and Technology CLINTEC, Division for Interventional Radiology, Karolinska Institute, Stockholm, Sweden",,,,,  ,,
10.1097/lvt.0000000000000721,2025-09-10,JAYKUMAR MAHENDRAKUMAR,PATEL,0009-0003-3131-589X,,Mount Allison University,Sackville,New Brunswick,CA,Rajeev,Khanna,,"Department of Pediatric Hepatology, Institute of Liver and Biliary Sciences, New Delhi, India",,,,,  ,,
10.1097/lvt.0000000000000721,2025-09-10,JAYKUMAR MAHENDRAKUMAR,PATEL,0009-0003-3131-589X,,Mount Allison University,Sackville,New Brunswick,CA,Viniyendra,Pamecha,,"Department Hepatobiliary Surgery and Liver Transplantation, Institute of Liver and Biliary Sciences, New Delhi, India",,,,,  ,,
10.1097/lvt.0000000000000721,2025-09-10,JAYKUMAR MAHENDRAKUMAR,PATEL,0009-0003-3131-589X,,Mount Allison University,Sackville,New Brunswick,CA,Amar,Mukund,,"Department of Interventional Radiology, Institute of Liver and Biliary Sciences, New Delhi, India",,,,,  ,,
10.1097/lvt.0000000000000721,2025-09-10,JAYKUMAR MAHENDRAKUMAR,PATEL,0009-0003-3131-589X,,Mount Allison University,Sackville,New Brunswick,CA,Ryan T.,Fischer,,"Division of Pediatric Gastroenterology and Hepatology, Department of Pediatrics, Children’s Mercy Kansas City, MO, USA",,,,,  ,,
10.1097/lvt.0000000000000721,2025-09-10,JAYKUMAR MAHENDRAKUMAR,PATEL,0009-0003-3131-589X,,Mount Allison University,Sackville,New Brunswick,CA,Bhargava,Mullapudi,,"Department of Pediatric Surgery, Children’s Mercy Kansas City, MO, USA",,,,,  ,,
10.1097/lvt.0000000000000721,2025-09-10,JAYKUMAR MAHENDRAKUMAR,PATEL,0009-0003-3131-589X,,Mount Allison University,Sackville,New Brunswick,CA,Richard J.,Hendrickson,,"Department of Pediatric Surgery, Children’s Mercy Kansas City, MO, USA",,,,,  ,,
10.1097/lvt.0000000000000721,2025-09-10,JAYKUMAR MAHENDRAKUMAR,PATEL,0009-0003-3131-589X,,Mount Allison University,Sackville,New Brunswick,CA,Reinoud P.H.,Bokkers,,"Department of Radiology, University Medical Center Groningen, University of Groningen, Groningen, The Netherlands",,,,,  ,,
10.1097/lvt.0000000000000721,2025-09-10,JAYKUMAR MAHENDRAKUMAR,PATEL,0009-0003-3131-589X,,Mount Allison University,Sackville,New Brunswick,CA,Hubert P.J.,van der Doef,,"Division of Pediatric Gastroenterology and Hepatology, Department of Pediatrics, University Medical Center Groningen, University of Groningen, Groningen, The Netherlands",,,,,  ,,
10.1093/plankt/fbac022,2022-05-01,Andrew,Labaj,0000-0002-5771-7438,Geography and Environment,Mount Allison University,Sackville,New Brunswick,CA,A,Jones,/0000-0001-5813-2557,,,,,,  ,,
10.1093/plankt/fbac022,2022-05-01,Andrew,Labaj,0000-0002-5771-7438,Geography and Environment,Mount Allison University,Sackville,New Brunswick,CA,A,Labaj,/0000-0002-5771-7438,,,,,,  ,,
10.1093/plankt/fbac022,2022-05-01,Andrew,Labaj,0000-0002-5771-7438,Geography and Environment,Mount Allison University,Sackville,New Brunswick,CA,J,Campbell,,,,,,,  ,,
10.1093/plankt/fbac022,2022-05-01,Andrew,Labaj,0000-0002-5771-7438,Geography and Environment,Mount Allison University,Sackville,New Brunswick,CA,N,Libera,,"Paleoecological Environmental Assessment and Research Laboratory (PEARL) , Department of Biology, Queen’s University, Kingston, Ontario K7L 3N6, Canada",,,,,  ,,
10.1093/plankt/fbac022,2022-05-01,Andrew,Labaj,0000-0002-5771-7438,Geography and Environment,Mount Allison University,Sackville,New Brunswick,CA,J,Kurek,,,,,,,  ,,
10.1111/fwb.13689,2021-03-02,Andrew,Labaj,0000-0002-5771-7438,Geography and Environment,Mount Allison University,Sackville,New Brunswick,CA,Andrew L.,Labaj,/0000-0002-5771-7438,,Mount Allison University,Sackville,New Brunswick,CA,Sackville New Brunswick CA,46.00015,-64.38205
10.1111/fwb.13689,2021-03-02,Andrew,Labaj,0000-0002-5771-7438,Geography and Environment,Mount Allison University,Sackville,New Brunswick,CA,Adam,Jeziorski,/0000-0001-7701-7247,Paleoecological Environmental Assessment and Research Laboratory (PEARL) Department of Biology Queen’s University Kingston ON Canada,,,,,  ,,
10.1111/fwb.13689,2021-03-02,Andrew,Labaj,0000-0002-5771-7438,Geography and Environment,Mount Allison University,Sackville,New Brunswick,CA,Joshua,Kurek,/0000-0003-4590-4823,Environmental Change and Aquatic Biomonitoring Laboratory (ECAB) Department of Geography and Environment Mount Allison University Sackville NB Canada,,,,,  ,,
10.1111/fwb.13689,2021-03-02,Andrew,Labaj,0000-0002-5771-7438,Geography and Environment,Mount Allison University,Sackville,New Brunswick,CA,Joseph R.,Bennett,/0000-0002-3901-9513,Department of Biology Carleton University Ottawa ON Canada,,,,,  ,,
10.1111/fwb.13689,2021-03-02,Andrew,Labaj,0000-0002-5771-7438,Geography and Environment,Mount Allison University,Sackville,New Brunswick,CA,Brian F.,Cumming,,Paleoecological Environmental Assessment and Research Laboratory (PEARL) Department of Biology Queen’s University Kingston ON Canada,,,,,  ,,
10.1111/fwb.13689,2021-03-02,Andrew,Labaj,0000-0002-5771-7438,Geography and Environment,Mount Allison University,Sackville,New Brunswick,CA,Anna M.,DeSellas,,"Dorset Environmental Science Centre Ontario Ministry of Environment, Conservation and Parks Dorset ON Canada",,,,,  ,,
10.1111/fwb.13689,2021-03-02,Andrew,Labaj,0000-0002-5771-7438,Geography and Environment,Mount Allison University,Sackville,New Brunswick,CA,Jennifer B.,Korosi,,Department of Geography York University Toronto ON Canada,,,,,  ,,
10.1111/fwb.13689,2021-03-02,Andrew,Labaj,0000-0002-5771-7438,Geography and Environment,Mount Allison University,Sackville,New Brunswick,CA,Andrew M.,Paterson,,"Dorset Environmental Science Centre Ontario Ministry of Environment, Conservation and Parks Dorset ON Canada",,,,,  ,,
10.1111/fwb.13689,2021-03-02,Andrew,Labaj,0000-0002-5771-7438,Geography and Environment,Mount Allison University,Sackville,New Brunswick,CA,Jon N.,Sweetman,/0000-0002-9849-7355,Department of Biological Sciences North Dakota State University Fargo ND U.S.A.,,,,,  ,,
10.1111/fwb.13689,2021-03-02,Andrew,Labaj,0000-0002-5771-7438,Geography and Environment,Mount Allison University,Sackville,New Brunswick,CA,Joshua R.,Thienpont,/0000-0003-1856-8756,Department of Geography York University Toronto ON Canada,,,,,  ,,
10.1111/fwb.13689,2021-03-02,Andrew,Labaj,0000-0002-5771-7438,Geography and Environment,Mount Allison University,Sackville,New Brunswick,CA,John P.,Smol,/0000-0002-2499-6696,Paleoecological Environmental Assessment and Research Laboratory (PEARL) Department of Biology Queen’s University Kingston ON Canada,,,,,  ,,
10.1007/s11270-020-04780-y,2020-07-27,Andrew,Labaj,0000-0002-5771-7438,Geography and Environment,Mount Allison University,Sackville,New Brunswick,CA,Stephanie,Pegler,,,,,,,  ,,
10.1007/s11270-020-04780-y,2020-07-27,Andrew,Labaj,0000-0002-5771-7438,Geography and Environment,Mount Allison University,Sackville,New Brunswick,CA,Brigitte,Simmatis,/0000-0003-2078-1724,,,,,,  ,,
10.1007/s11270-020-04780-y,2020-07-27,Andrew,Labaj,0000-0002-5771-7438,Geography and Environment,Mount Allison University,Sackville,New Brunswick,CA,Andrew L.,Labaj,/0000-0002-5771-7438,,Mount Allison University,Sackville,New Brunswick,CA,Sackville New Brunswick CA,46.00015,-64.38205
10.1007/s11270-020-04780-y,2020-07-27,Andrew,Labaj,0000-0002-5771-7438,Geography and Environment,Mount Allison University,Sackville,New Brunswick,CA,Carsten,Meyer-Jacob,/0000-0002-8208-496X,,,,,,  ,,
10.1007/s11270-020-04780-y,2020-07-27,Andrew,Labaj,0000-0002-5771-7438,Geography and Environment,Mount Allison University,Sackville,New Brunswick,CA,John P.,Smol,/0000-0002-2499-6696,,,,,,  ,,
10.1101/2025.04.30.651553,2025-05-07,Emily,Austen,0000-0002-0087-1338,Biology,Mount Allison University,Sackville,NB,CA,Laura,Leventhal,/0000-0002-8650-5522,,,,,,  ,,
10.1101/2025.04.30.651553,2025-05-07,Emily,Austen,0000-0002-0087-1338,Biology,Mount Allison University,Sackville,NB,CA,Karen J.,Bai,,,,,,,  ,,
10.1101/2025.04.30.651553,2025-05-07,Emily,Austen,0000-0002-0087-1338,Biology,Mount Allison University,Sackville,NB,CA,Madeline A. E.,Peters,/0000-0001-6921-8778,,,,,,  ,,
10.1101/2025.04.30.651553,2025-05-07,Emily,Austen,0000-0002-0087-1338,Biology,Mount Allison University,Sackville,NB,CA,Emily J.,Austen,/0000-0002-0087-1338,,,,,,  ,,
10.1101/2025.04.30.651553,2025-05-07,Emily,Austen,0000-0002-0087-1338,Biology,Mount Allison University,Sackville,NB,CA,Arthur E.,Weis,/0000-0002-7056-4886,,,,,,  ,,
10.1101/2025.04.30.651553,2025-05-07,Emily,Austen,0000-0002-0087-1338,Biology,Mount Allison University,Sackville,NB,CA,Jennifer L.,Ison,/0000-0003-3857-2859,,,,,,  ,,
10.1037/mac0000172,2025-03-01,Alison M.,O'Connor,0000-0002-4773-4840,Psychology,Mount Allison University,Sackville,New Brunswick,CA,William,Hall,/0000-0003-1424-5511,,,,,,  ,,
10.1037/mac0000172,2025-03-01,Alison M.,O'Connor,0000-0002-4773-4840,Psychology,Mount Allison University,Sackville,New Brunswick,CA,Caitlin E. V.,Mahy,,,,,,,  ,,
10.1037/mac0000172,2025-03-01,Alison M.,O'Connor,0000-0002-4773-4840,Psychology,Mount Allison University,Sackville,New Brunswick,CA,Karen L.,Campbell,/0000-0003-0015-6307,,,,,,  ,,
10.1177/13591053251321775,2025-02-24,Alison M.,O'Connor,0000-0002-4773-4840,Psychology,Mount Allison University,Sackville,New Brunswick,CA,Jessica C,Frias,,"Mount Allison University, Canada",,,,,  ,,
10.1007/s12144-024-06523-2,2024-08-29,Alison M.,O'Connor,0000-0002-4773-4840,Psychology,Mount Allison University,Sackville,New Brunswick,CA,Angela D.,Evans,,,,,,,  ,,
10.1093/geronb/gbae022,2024-02-16,Alison M.,O'Connor,0000-0002-4773-4840,Psychology,Mount Allison University,Sackville,New Brunswick,CA,Jessica C,Frias,,"Department of Psychology, Mount Allison University , Sackville, New Brunswick ,",,,,,  ,,
10.1177/10775595231173363,2023-04-28,Alison M.,O'Connor,0000-0002-4773-4840,Psychology,Mount Allison University,Sackville,New Brunswick,CA,William,Hall,,"Department of Psychology, Brock University, St. Catharines, ON, Canada",,,,,  ,,
10.1177/10775595231173363,2023-04-28,Alison M.,O'Connor,0000-0002-4773-4840,Psychology,Mount Allison University,Sackville,New Brunswick,CA,Karen L.,Campbell,,"Department of Psychology, Brock University, St. Catharines, ON, Canada",,,,,  ,,
10.1177/01650254211039022,2021-09-13,Alison M.,O'Connor,0000-0002-4773-4840,Psychology,Mount Allison University,Sackville,New Brunswick,CA,Rebecca A.,Judges,,"University of Toronto, Canada",,,,,  ,,
10.1177/01650254211039022,2021-09-13,Alison M.,O'Connor,0000-0002-4773-4840,Psychology,Mount Allison University,Sackville,New Brunswick,CA,Kang,Lee,/0000-0001-5695-2615,"University of Toronto, Canada",,,,,  ,,
10.1177/01650254211039022,2021-09-13,Alison M.,O'Connor,0000-0002-4773-4840,Psychology,Mount Allison University,Sackville,New Brunswick,CA,Angela D.,Evans,,"Brock University, Canada",,,,,  ,,
10.1111/lcrp.12196,2021-07-14,Alison M.,O'Connor,0000-0002-4773-4840,Psychology,Mount Allison University,Sackville,New Brunswick,CA,Thomas D.,Lyon,,Gould School of Law University of Southern California Los Angeles California USA,,,,,  ,,
10.1111/lcrp.12196,2021-07-14,Alison M.,O'Connor,0000-0002-4773-4840,Psychology,Mount Allison University,Sackville,New Brunswick,CA,Micaela,Wiens,,Department of Psychology Brock University St. Catharines Ontario Canada,,,,,  ,,
10.1111/lcrp.12196,2021-07-14,Alison M.,O'Connor,0000-0002-4773-4840,Psychology,Mount Allison University,Sackville,New Brunswick,CA,Angela D.,Evans,,Department of Psychology Brock University St. Catharines Ontario Canada,,,,,  ,,
10.1177/1359105320951603,2020-08-17,Alison M.,O'Connor,0000-0002-4773-4840,Psychology,Mount Allison University,Sackville,New Brunswick,CA,Angela D,Evans,,"Department of Psychology, Brock University, St. Catharines, ON, Canada",,,,,  ,,
10.1080/08946566.2021.1934767,2021-05-27,Alison M.,O'Connor,0000-0002-4773-4840,Psychology,Mount Allison University,Sackville,New Brunswick,CA,Rebecca A.,Judges,,"Applied Psychology and Human Development, University of Toronto, Toronto, Canada",,,,,  ,,
10.1080/08946566.2021.1934767,2021-05-27,Alison M.,O'Connor,0000-0002-4773-4840,Psychology,Mount Allison University,Sackville,New Brunswick,CA,Kang,Lee,/0000-0001-5695-2615,"Applied Psychology and Human Development, University of Toronto, Toronto, Canada",,,,,  ,,
